dataset,model,objective,seed,sequence_length,downsample,agg_feats,folds,epochs,batch_size,normalize,use_cat,device,run_tag,tune_cutoff_steps,tune_smooth_values,tune_alternating,wandb_enabled,wandb_project,wandb_entity,wandb_group,wandb_name,wandb_mode,wandb_tags,wandb_log_artifacts,postprocess_objectives,prediction_dir,row_type,stage,postprocess_objective,optimized_metric,metric,tolerance,score,params,source_path,run_id,run_dir,density_prior,best_metric,lr,weight_decay,clip_grad_norm,score_after_train,eval_every,gaussian_sigma,tolerances,target_tolerances,runtime_sec
sleep,gru,density_hard,1,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,90.0,0.738420620056309,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",808.1135439950012
sleep,gru,density_hard,1,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,120.0,0.7634737981046298,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",808.1135439950012
sleep,gru,density_hard,1,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,150.0,0.7799229057752793,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",808.1135439950012
sleep,gru,density_hard,1,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,180.0,0.7955687406506622,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",808.1135439950012
sleep,gru,density_hard,1,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,240.0,0.8110841767463904,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",808.1135439950012
sleep,gru,density_hard,1,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,300.0,0.8237446890520557,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",808.1135439950012
sleep,gru,density_hard,1,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,360.0,0.8318137637085187,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5/results/scores.csv,seed_1_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_1_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",808.1135439950012
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,summary,default,density_hard,,mAP,,0.6781195564846524,{},experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,summary,default,density_hard,,mf1,,0.7301493388124913,{},experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,summary,tuned,density_hard,mAP,mAP,,0.683004424421913,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,summary,tuned,density_hard,mAP,mf1,,0.7325707001877424,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mAP,mAP,12.0,0.2240539876115175,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mAP,mAP,36.0,0.5400432334424935,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mAP,mAP,60.0,0.6332468998292099,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mAP,mAP,90.0,0.6913514913384785,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mAP,mAP,120.0,0.72917895073263,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mAP,mAP,150.0,0.7572001760218636,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mAP,mAP,180.0,0.7825730127127074,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mAP,mAP,240.0,0.8080295599756256,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mAP,mAP,300.0,0.8262245293156804,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mAP,mAP,360.0,0.8381424032389235,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,summary,tuned,density_hard,mf1,mAP,,0.683004424421913,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,summary,tuned,density_hard,mf1,mf1,,0.7325707001877424,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,12.0,0.4080121076268755,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,36.0,0.6406328763203051,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,60.0,0.7033033508525677,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,90.0,0.7424621178195421,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,120.0,0.7672541880351726,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,150.0,0.7846967806673348,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,180.0,0.800381378624561,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
sleep,gru,density_hard,2,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P3-gru-main-seeds,,offline,"paper-density-likelihood-rewrite,sleep,P3,main-seeds",True,['density_hard'],experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/predictions,tolerance,tuned,density_hard,mf1,mf1,240.0,0.8154736531392123,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5/results/scores.csv,seed_2_objective_e20_bs32_eval5,experiments/sleep/gru/density_hard/seed_2_objective_e20_bs32_eval5,sparse,mAP,0.003,0.0,0.1,True,5.0,50.0,"[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]","[12, 36, 60, 90, 120, 150, 180, 240, 300, 360]",793.473116191999
